time,z1,z1_dot,z2,z2_dot
0.8189465999603271,22.5,0.0,19.75,0.0
0.8480424880981445,22.75,-7.5,19.75,-10.25
0.879047155380249,22.65,0.25,20.15,0.0
0.9064018726348877,23.0,-0.09999999999999964,20.65,0.40000000000000036
0.9302775859832764,22.1,0.34999999999999964,20.65,0.5
0.969388484954834,21.7,-0.9000000000000004,20.2,0.0
0.994300365447998,21.85,-0.40000000000000036,20.9,-0.45000000000000107
1.0150766372680664,21.75,0.15000000000000036,20.9,0.7000000000000011
1.0686051845550537,21.2,-0.09999999999999964,21.05,0.0
1.1047213077545166,21.2,-0.5500000000000007,21.35,0.15000000000000036
1.153554916381836,21.5,0.0,20.3,0.29999999999999893
1.196855068206787,21.7,0.3000000000000007,20.8,-1.049999999999999
1.2241852283477783,21.4,0.1999999999999993,21.1,0.5
1.2675793170928955,21.05,-0.29999999999999893,19.55,0.29999999999999893
1.3076722621917725,21.35,-0.34999999999999964,20.3,-1.549999999999999
1.3536694049835205,20.85,0.29999999999999893,20.35,0.75
1.3929100036621094,20.8,-0.5,19.45,0.049999999999998934
1.4382290840148926,20.25,-0.049999999999998934,21.0,-0.9000000000000004
1.4765570163726807,20.95,-0.5500000000000007,19.6,1.5500000000000007
1.5245437622070312,20.45,0.6999999999999993,30.0,-1.4000000000000004
1.5724585056304932,19.95,-0.5,19.2,10.4
1.6051247119903564,19.45,-0.5,19.35,-10.8
1.6572844982147217,19.1,-0.5,19.15,0.15000000000000036
1.6848087310791016,20.1,-0.34999999999999964,20.35,-0.1999999999999993
1.7325351238250732,20.15,1.0,19.6,1.1999999999999993
1.7681305408477783,19.15,0.05000000000000071,20.25,-0.75
1.820671558380127,18.65,-1.0,20.8,0.6500000000000004
1.8929028511047363,19.0,-0.5,20.85,0.5500000000000007
1.9136981964111328,18.8,0.34999999999999964,20.25,0.049999999999998934
1.9366517066955566,18.1,-0.1999999999999993,21.45,-0.5999999999999996
1.9765920639038086,18.35,-0.7000000000000011,22.0,1.1999999999999993
2.0197079181671143,18.2,0.25,21.95,0.5500000000000007
2.0621185302734375,17.3,-0.15000000000000036,22.15,-0.05000000000000071
2.1224184036254883,17.7,-0.8999999999999986,22.6,0.20000000000000107
2.1534557342529297,16.65,0.3999999999999986,23.15,0.4499999999999993
2.187058210372925,16.55,-1.049999999999999,22.65,0.5500000000000007
2.22786283493042,17.2,-0.09999999999999964,21.95,-0.5
2.26951003074646,16.15,0.6499999999999986,22.5,-0.7000000000000011
2.310157537460327,16.4,-1.049999999999999,23.05,0.5500000000000007
2.352961778640747,16.7,0.25,23.2,0.5499999999999998
2.4103968143463135,15.8,0.29999999999999893,22.75,0.15000000000000036
2.4653453826904297,15.15,-0.8999999999999986,21.95,-0.4500000000000002
2.4929633140563965,15.15,-0.6500000000000004,21.95,-0.8000000000000007
2.519613027572632,14.85,0.0,22.15,0.0
2.571096181869507,14.4,-0.3000000000000007,21.85,0.20000000000000107
2.6193292140960693,14.25,-0.4499999999999993,21.2,-0.3000000000000007
2.6469993591308594,14.75,-0.15000000000000036,20.95,-0.6500000000000004
2.692521095275879,13.149999999999999,0.5,20.9,-0.25
2.726954698562622,12.95,-1.6000000000000014,21.2,-0.049999999999998934
2.7708375453948975,12.95,-0.1999999999999993,20.25,0.29999999999999893
2.809520959854126,12.100000000000001,0.0,19.6,-0.9499999999999993
2.855114221572876,11.8,-0.8499999999999979,19.55,-0.6500000000000004
2.8969533443450928,11.3,-0.3000000000000007,19.15,-0.049999999999998934
2.9397366046905518,11.2,-0.5,19.0,-0.40000000000000036
2.9796643257141113,10.100000000000001,-0.10000000000000142,19.3,-0.15000000000000036
3.0208396911621094,9.600000000000001,-1.0999999999999979,19.2,0.3000000000000007
3.0636820793151855,9.149999999999999,-0.5,19.15,-0.10000000000000142
3.1063380241394043,9.8,-0.45000000000000284,18.5,-0.049999999999998934
3.156050443649292,9.149999999999999,0.6500000000000021,18.5,-0.6500000000000004
3.2148685455322266,9.100000000000001,-0.6500000000000021,18.8,0.0
3.2523679733276367,8.0,-0.04999999999999716,18.0,0.3000000000000007
3.274918794631958,8.0,-1.1000000000000014,18.1,-0.8000000000000007
3.322281837463379,8.95,0.0,18.45,0.09999999999999964
3.3567535877227783,8.3,0.9499999999999993,18.1,0.34999999999999964
3.393857717514038,8.2,-0.6499999999999986,17.9,-0.34999999999999964
3.4462685585021973,7.949999999999999,-0.10000000000000142,30.0,-0.1999999999999993
3.4851067066192627,8.05,-0.25,18.05,12.1
3.5234568119049072,8.3,0.10000000000000142,18.5,-11.95
3.5695688724517822,9.3,0.25,17.9,0.4499999999999993
3.6209280490875244,9.649999999999999,1.0,17.95,-0.5999999999999996
3.6561741828918457,8.55,0.34999999999999787,18.25,0.049999999999998934
3.687856674194336,9.100000000000001,-1.0999999999999979,17.8,0.3000000000000007
3.7314841747283936,30.0,0.5500000000000007,18.2,-0.4499999999999993
3.772782802581787,10.399999999999999,20.9,18.2,0.3999999999999986
3.8151495456695557,11.100000000000001,-19.6,18.3,0.0
3.855226993560791,10.850000000000001,0.7000000000000028,18.4,0.10000000000000142
3.8992443084716797,12.399999999999999,-0.25,18.4,0.09999999999999964
3.9404141902923584,12.7,1.5499999999999972,18.35,0.0
3.984114408493042,12.45,0.3000000000000007,19.35,-0.05000000000000071
4.032190799713135,12.899999999999999,-0.25,19.75,1.0
4.09715723991394,13.649999999999999,0.4499999999999993,20.5,0.40000000000000036
4.134851455688477,13.100000000000001,0.75,21.65,0.75
4.160525321960449,14.1,-0.5499999999999972,21.95,1.1500000000000004
4.19153094291687,13.25,0.9999999999999982,22.45,0.29999999999999893
4.231422185897827,15.0,-0.8499999999999996,21.75,0.5000000000000009
4.27502703666687,15.0,1.75,21.65,-0.7000000000000002
4.315517902374268,15.35,0.0,21.2,-0.09999999999999964
4.370338678359985,15.65,0.34999999999999964,20.6,-0.45000000000000107
4.434927701950073,15.95,0.3000000000000007,20.35,-0.5999999999999996
4.458663702011108,16.0,0.29999999999999893,20.25,-0.25
4.496724605560303,16.45,0.05000000000000071,20.15,-0.09999999999999964
4.525141716003418,16.15,0.4499999999999993,21.15,-0.09999999999999964
4.566064119338989,16.05,-0.29999999999999893,22.25,1.0
4.6171698570251465,16.75,-0.09999999999999964,23.05,1.0999999999999996
4.66559362411499,16.15,0.6999999999999993,21.4,0.7999999999999998
4.701467275619507,16.5,-0.5999999999999996,21.7,-1.6499999999999995
4.736801624298096,16.85,0.34999999999999964,21.25,0.29999999999999893
4.773754358291626,16.85,0.34999999999999964,21.8,-0.4499999999999993
4.833350658416748,16.85,0.0,21.6,0.5500000000000007
4.8871071338653564,17.15,0.0,21.45,-0.20000000000000107
4.9087865352630615,16.1,0.3000000000000007,21.95,-0.15000000000000036
4.943425416946411,17.35,-1.0500000000000007,20.9,0.5
4.9923083782196045,16.85,1.25,21.95,-1.049999999999999
5.044888973236084,30.0,-0.5,21.4,1.049999999999999
5.065781831741333,16.5,13.15,21.25,-0.5499999999999989
5.1096415519714355,16.8,-13.5,21.0,-0.15000000000000036
5.152191162109375,16.45,0.3000000000000007,20.5,-0.25
5.192721366882324,16.1,-0.3500000000000014,20.15,-0.5
5.247634649276733,16.5,-0.34999999999999964,20.4,-0.34999999999999964
5.303329944610596,16.1,0.40000000000000036,21.7,0.25
5.329345464706421,15.6,-0.40000000000000036,21.45,1.299999999999999
5.363129377365112,15.7,-0.5,20.85,-0.25
5.403612852096558,15.35,0.09999999999999964,20.9,-0.5999999999999996
5.446460247039795,16.35,-0.34999999999999964,20.35,0.05000000000000071
5.4964823722839355,16.2,1.0,20.8,-0.5500000000000007
5.539780378341675,16.05,-0.15000000000000036,21.4,0.45000000000000107
5.5703980922698975,16.8,-0.14999999999999858,20.2,0.5999999999999996
5.632108688354492,16.15,0.75,20.15,-1.200000000000001
5.675978899002075,16.65,-0.6500000000000004,20.4,-0.049999999999998934
5.698142766952515,17.25,0.5,20.15,0.25
5.7373528480529785,16.75,0.5999999999999996,19.75,-0.25
5.789346933364868,17.7,-0.5,19.95,-0.40000000000000036
5.830609083175659,18.15,0.9499999999999993,20.4,0.1999999999999993
5.859331846237183,17.25,0.45000000000000107,21.25,0.45000000000000107
5.913404941558838,17.9,-0.9000000000000004,20.5,0.8499999999999996
5.956098556518555,17.95,0.6500000000000004,20.65,-0.75
5.989349365234375,18.1,0.049999999999998934,20.8,0.15000000000000036
6.035667657852173,18.55,0.15000000000000036,20.5,0.15000000000000036
6.078568458557129,18.15,0.45000000000000107,20.55,-0.3000000000000007
6.114367961883545,18.4,-0.40000000000000036,21.05,0.05000000000000071
6.1652607917785645,18.4,0.25,20.15,0.5
6.207874536514282,16.9,0.0,20.7,-0.9000000000000004
